Hungate_id|Hungate_id_ori|number_id|kingdom|phylum|class|order|family|genus|species|species_strain|level_covered|Family/Order|Genus/Species|Strain|Culture_collection|Origin|Comments|References|Source
Genome_HUN082|HUN082|306|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_AE3010|7|Ruminococcaceae|Ruminococcus flavefaciens|AE3010||Cow rumen/NZ||[8]|
Genome_HUN138|HUN138|307|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_MA2007|7|Ruminococcaceae|Ruminococcus flavefaciens|MA2007||Cow rumen/NZ||[8]|
Genome_HUN139|HUN139|308|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_MC2020|7|Ruminococcaceae|Ruminococcus flavefaciens|MC2020||Cow rumen/NZ||[8]|
Genome_HUN155|HUN155|309|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_ND2009|7|Ruminococcaceae|Ruminococcus flavefaciens|ND2009||Cow rumen/NZ||[8]|
Genome_HUN211|HUN211|310|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_YAD2003|7|Ruminococcaceae|Ruminococcus flavefaciens|YAD2003||Cow rumen/NZ||[8]|
Genome_HUN212|HUN212|311|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_YRD2003|7|Ruminococcaceae|Ruminococcus flavefaciens|YRD2003||Cow rumen/NZ||[8]|
Genome_HUN266|HUN266|312|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_YL228|7|Ruminococcaceae|Ruminococcus flavefaciens |YL228||Lamb rumen/NZ||[60]|
Genome_HUN267|HUN267|313|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_SAb67|7|Ruminococcaceae|Ruminococcus flavefaciens |SAb67||Sheep abomasum/NZ|||
Genome_HUN324|HUN324|314|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_XPD3002|7|Ruminococcaceae|Ruminococcus flavefaciens|XPD3002||Cow rumen/NZ||[8]|
Genome_HUN365|HUN365|315|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_Y1|7|Ruminococcaceae|Ruminococcus flavefaciens |Y1||Sheep rumen/Australia||[61]|Dr. S. Denman
Genome_HUN007|HUN007|316|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus||Ruminococcus_HUN007|6|Ruminococcaceae|Ruminococcus sp.|HUN007||Cow rumen/NZ|||
Genome_HUN028|HUN028|317|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus||Ruminococcus_NK3A76|6|Ruminococcaceae|Ruminococcus sp.|NK3A76||Sheep rumen/NZ||[25]|
Genome_HUN130|HUN130|318|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus||Ruminococcus_FC2018|6|Ruminococcaceae|Ruminococcus sp.|FC2018||Cow rumen/NZ||[8]|
Genome_HUN244|HUN244|319|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus||Ruminococcus_YE71|6|Ruminococcaceae|Ruminococcus sp.|YE71||Sheep rumen/Australia||[62]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN245|HUN245|320|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus||Ruminococcus_YE78|6|Ruminococcaceae|Ruminococcus sp.|YE78||Sheep rumen/Australia||[62]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN091|HUN091|321|Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis|Staphylococcus epidermidis_AG42|7|Staphylococcaceae|Staphylococcus epidermidis|AG42||Sheep rumen/NZ||[56]|
Genome_HUN385|HUN385|322|Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis|Staphylococcus epidermidis_NLAE-zl-G239|7|Staphylococcaceae|Staphylococcus epidermidis|NLAE-zl-G239||Goat faeces enrichment/USA|||Dr. T. Atherley
Genome_HUN460|HUN460|323|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus garvieae|Lactococcus garvieae_M79|7|Streptococcaceae|Lactococcus garvieae|M79||Camel forestomach/Australia||[38]|Dr. R. Al Jassim
Genome_HUN043|HUN043|324|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis subsp. lactis|Lactococcus lactis subsp. lactis_511|7|Streptococcaceae|Lactococcus lactis subsp. lactis|511||Cow rumen/NZ||[63]|
Genome_HUN035|HUN035|325|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_B315|7|Streptococcaceae|Streptococcus equinus|B315||Sheep rumen/NZ||[11]|
Genome_HUN037|HUN037|326|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_SN033|7|Streptococcaceae|Streptococcus equinus|SN033||Deer rumen/NZ|||
Genome_HUN090|HUN090|327|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_AG46|7|Streptococcaceae|Streptococcus equinus|AG46||Sheep rumen/NZ||[56]|
Genome_HUN206|HUN206|328|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_2B|7|Streptococcaceae|Streptococcus equinus|2B||Sheep rumen/UK||[64]|
Genome_HUN262|HUN262|329|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_JB1|7|Streptococcaceae|Streptococcus equinus|JB1||Cow rumen/USA||[65]|
Genome_HUN288|HUN288|330|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_GA-1|7|Streptococcaceae|Streptococcus equinus|GA-1||Cow rumen/NZ|||
Genome_HUN292|HUN292|331|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_pGA-7|7|Streptococcaceae|Streptococcus equinus|pGA-7||Cow rumen/NZ|||
Genome_HUN293|HUN293|332|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_pR-5|7|Streptococcaceae|Streptococcus equinus|pR-5||Cow rumen/NZ|||
Genome_HUN356|HUN356|333|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_ES1|7|Streptococcaceae|Streptococcus equinus|ES1||Sheep rumen/UK||[66]|Dr. J. Wallace
Genome_HUN357|HUN357|334|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_C277|7|Streptococcaceae|Streptococcus equinus|C277||Sheep rumen/UK||[52]|Dr. J. Wallace
Genome_HUN467|HUN467|335|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_H24|7|Streptococcaceae|Streptococcus equinus|H24||Calf rumen/USA||[67]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN468|HUN468|336|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb04|7|Streptococcaceae|Streptococcus equinus|Sb04||Cow rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN469|HUN469|337|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb05|7|Streptococcaceae|Streptococcus equinus|Sb05||Cow rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN470|HUN470|338|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb10|7|Streptococcaceae|Streptococcus equinus|Sb10||Cow rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN471|HUN471|339|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb13|7|Streptococcaceae|Streptococcus equinus|Sb13||Cow rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN472|HUN472|340|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb17|7|Streptococcaceae|Streptococcus equinus|Sb17||Cow rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN473|HUN473|341|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb18|7|Streptococcaceae|Streptococcus equinus|Sb18||Cow rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN474|HUN474|342|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb20|7|Streptococcaceae|Streptococcus equinus|Sb20||Cow rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN475|HUN475|343|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_YE01|7|Streptococcaceae|Streptococcus equinus|YE01||Goat rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN476|HUN476|344|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Sb09|7|Streptococcaceae|Streptococcus equinus|Sb09||Goat rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN477|HUN477|345|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_SI|7|Streptococcaceae|Streptococcus equinus|SI||Sheep rumen/Australia||[68]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN478|HUN478|346|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_AR3|7|Streptococcaceae|Streptococcus equinus|AR3||Sheep rumen/Australia||[8]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN484|HUN484|347|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_MPR1|7|Streptococcaceae|Streptococcus equinus|MPR1||Camel forestomach/Australia||[38]|Dr. R. Al Jassim
Genome_HUN485|HUN485|348|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_MPR2|7|Streptococcaceae|Streptococcus equinus|MPR2||Camel forestomach/Australia||[38]|Dr. R. Al Jassim
Genome_HUN486|HUN486|349|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_MPR4|7|Streptococcaceae|Streptococcus equinus|MPR4||Camel forestomach/Australia||[38]|Dr. R. Al Jassim
Genome_HUN302|HUN302|350|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus|Streptococcus gallolyticus_VTM1R27|7|Streptococcaceae|Streptococcus gallolyticus|VTM1R27||Moose rumen/USA|||Dr. A. Wright
Genome_HUN303|HUN303|351|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus|Streptococcus gallolyticus_VTM1R29|7|Streptococcaceae|Streptococcus gallolyticus|VTM1R29||Moose rumen/USA|||Dr. A. Wright
Genome_HUN306|HUN306|352|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus|Streptococcus gallolyticus_VTM3R24|7|Streptococcaceae|Streptococcus gallolyticus|VTM3R24||Moose rumen/USA|||Dr. A. Wright
Genome_HUN307|HUN307|353|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus|Streptococcus gallolyticus_VTM3R42|7|Streptococcaceae|Streptococcus gallolyticus|VTM3R42||Moose rumen/USA|||Dr. A. Wright
Genome_HUN308|HUN308|354|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus|Streptococcus gallolyticus_VTM2R47|7|Streptococcaceae|Streptococcus gallolyticus|VTM2R47||Moose rumen/USA|||Dr. A. Wright
Genome_HUN323|HUN323|355|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus|Streptococcus gallolyticus_TPC2.3|7|Streptococcaceae|Streptococcus gallolyticus|TPC2.3|LMG 15572|Goat rumen/Australia||[69;70]|LMG
Genome_HUN282|HUN282|356|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus henryi|Streptococcus henryi_A-4|7|Streptococcaceae|Streptococcus henryi|A-4||Cow rumen/NZ|||
Genome_HUN443|HUN443|357|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus||Streptococcus_NLAE-zl-C503|6|Streptococcaceae|Streptococcus sp.|NLAE-zl-C503||Cow faeces enrichment/USA||[10]|Dr. T. Atherley
Genome_HUN461|HUN461|358|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus||Streptococcus_45|6|Streptococcaceae|Streptococcus sp.|45||Camel forestomach/Australia||[38]|Dr. R. Al Jassim
Genome_HUN246|HUN246|359|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Allisonella|Allisonella histaminiformans|Allisonella histaminiformans_MR2|7|Veillonellaceae|Allisonella histaminiformans|MR2|DSM 15230|Cow rumen/USA|Type strain|[71]|DSMZ
Genome_HUN127|HUN127|360|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Anaerovibrio|Anaerovibrio lipolyticus|Anaerovibrio lipolyticus_LB2005|7|Veillonellaceae|Anaerovibrio lipolyticus|LB2005||Cow rumen/NZ||[8]|
Genome_HUN204|HUN204|361|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Anaerovibrio||Anaerovibrio_RM50|6|Veillonellaceae|Anaerovibrio sp.|RM50||Cow rumen/Japan||[12]|Dr. M. Mitsumori
Genome_HUN491|HUN491|362|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megamonas||Megamonas_Calf98-2|6|Veillonellaceae|Megamonas sp.|Calf98-2||Calf faeces/NZ|||
Genome_HUN160|HUN160|363|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera elsdenii|Megasphaera elsdenii_T81|7|Veillonellaceae|Megasphaera elsdenii|T81||Cow rumen/USA||[72]|
Genome_HUN243|HUN243|364|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera elsdenii|Megasphaera elsdenii_YE34|7|Veillonellaceae|Megasphaera elsdenii |YE34||Cow rumen/Australia||[73]|Dr. R. Gilbert/Dr. A. Klieve
Genome_HUN355|HUN355|365|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera elsdenii|Megasphaera elsdenii_J1|7|Veillonellaceae|Megasphaera elsdenii|J1||Sheep rumen/UK|||Dr. J. Wallace
Genome_HUN200|HUN200|366|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Mitsuokella|Mitsuokella jalaludinii|Mitsuokella jalaludinii_M9|7|Veillonellaceae|Mitsuokella jalaludinii |M9|DSM 13811|Cow rumen/Malaysia|Type strain|[74]|DSMZ
Genome_HUN205|HUN205|367|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas bovis|Selenomonas bovis_8-14-1|7|Veillonellaceae|Selenomonas bovis|8-14-1||Cow rumen/Japan|||Dr. S. Koike
Genome_HUN099|HUN099|368|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_AC2024|7|Veillonellaceae|Selenomonas ruminantium|AC2024||Cow rumen/NZ||[8]|
Genome_HUN100|HUN100|369|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_AB3002|7|Veillonellaceae|Selenomonas ruminantium|AB3002||Cow rumen/NZ||[8]|
Genome_HUN251|HUN251|370|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_C3|7|Veillonellaceae|Selenomonas ruminantium |C3||Cow rumen/NZ||[29]|
Genome_HUN289|HUN289|371|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_GACV-9|7|Veillonellaceae|Selenomonas ruminantium|GACV-9||Cow rumen/NZ|||
Genome_HUN352|HUN352|372|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_Z108|7|Veillonellaceae|Selenomonas ruminantium|Z108||Sheep rumen/UK||[52]|Dr. J. Wallace
Genome_HUN373|HUN373|373|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_S137|7|Veillonellaceae|Selenomonas ruminantium|S137||Sheep rumen/Japan||[75]|Dr. S. Koike
Genome_HUN397|HUN397|374|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_WCT3|7|Veillonellaceae|Selenomonas ruminantium|WCT3||Cow rumen/NZ|||
Genome_HUN404|HUN404|375|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_KH1T6|7|Veillonellaceae|Selenomonas ruminantium|KH1T6||Cow rumen/NZ|||
Genome_HUN459|HUN459|376|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_L14|7|Veillonellaceae|Selenomonas ruminantium|L14||Camel forestomach/Australia||[38]|Dr. R. Al Jassim
Genome_HUN464|HUN464|377|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium|Selenomonas ruminantium_HD4|7|Veillonellaceae|Selenomonas ruminantium|HD4||Cow rumen/USA||[76]|Dr. M. Cotta
Genome_HUN280|HUN280|378|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium subsp. lactilytica|Selenomonas ruminantium subsp. lactilytica_PC 18|7|Veillonellaceae|Selenomonas ruminantium subsp. lactilytica|PC 18|DSM 2872|Cow rumen/USA|Type strain|[77]|DSMZ
Genome_HUN040|HUN040|379|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium subsp. ruminantium|Selenomonas ruminantium subsp. ruminantium_GA-192|7|Veillonellaceae|Selenomonas ruminantium subsp. ruminantium|GA-192|ATCC 12561|Cow rumen/USA|Type strain|[77]|
Genome_HUN047|HUN047|380|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas||Selenomonas_AE3005|6|Veillonellaceae|Selenomonas sp.|AE3005||Cow rumen/NZ||[8]|
Genome_HUN111|HUN111|381|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas||Selenomonas_FC4001|6|Veillonellaceae|Selenomonas sp.|FC4001||Cow rumen/NZ||[8]|
Genome_HUN152|HUN152|382|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas||Selenomonas_ND2010|6|Veillonellaceae|Selenomonas sp.|ND2010||Cow rumen/NZ||[8]|
Genome_HUN048|HUN048|383|Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium necrophorum|Fusobacterium necrophorum_HUN048|7|Fusobacteriaceae |Fusobacterium necrophorum|HUN048||Cow rumen/NZ|||
Genome_HUN434|HUN434|384|Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio legallii|Desulfovibrio legallii_KHC7|7|Desulfovibrionaceae|Desulfovibrio legallii|KHC7||Cow rumen/NZ|||
Genome_HUN310|HUN310|385|Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio desulfuricans|Desulfovibrio desulfuricans_G11|7|Desulfovibrionaceae|Desulfovibrio desulfuricans|G11|DSM 7057|Cow rumen/Germany|||DSMZ
Genome_HUN455|HUN455|386|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter||Citrobacter_NLAE-zl-C269|6|Enterobacteriaceae|Citrobacter sp.|NLAE-zl-C269||Cow faeces enrichment/USA||[10]|Dr. T. Atherley
Genome_HUN299|HUN299|387|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter||Enterobacter_KPR-6|6|Enterobacteriaceae|Enterobacter sp.|KPR-6||Cow rumen/NZ|||
Genome_HUN287|HUN287|388|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli_PA-3|7|Enterobacteriaceae|Escherichia coli|PA-3||Cow rumen/NZ|||
Genome_HUN454|HUN454|389|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Morganella|Morganella morganii|Morganella morganii_NLAE-zl-C84|7|Enterobacteriaceae|Morganella morganii|NLAE-zl-C84||Cow faeces enrichment/USA||[10]|Dr. T. Atherley
Genome_HUN390|HUN390|390|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Proteus|Proteus mirabilis|Proteus mirabilis_NLAE-zl-G534|7|Enterobacteriaceae|Proteus mirabilis|NLAE-zl-G534||Goat faeces enrichment/USA|||Dr. T. Atherley
Genome_HUN446|HUN446|391|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Proteus|Proteus mirabilis|Proteus mirabilis_NLAE-zl-C285|7|Enterobacteriaceae|Proteus mirabilis|NLAE-zl-C285||Cow faeces enrichment/USA||[10]|Dr. T. Atherley
Genome_HUN394|HUN394|392|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Shigella|Shigella sonnei|Shigella sonnei_NLAE-zl-G496|7|Enterobacteriaceae|Shigella sonnei |NLAE-zl-G496||Goat faeces enrichment/USA|||Dr. T. Atherley
Genome_HUN423|HUN423|393|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter||Acinetobacter_IVS-W|6|Moraxellaceae|Acinetobacter sp|IVS-W|DSM 11652|Sheep rumen/Germany|||DSMZ
Genome_HUN276|HUN276|394|Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Basfia|Basfia succiniciproducens|Basfia succiniciproducens_JF4016|7|Pasteurellaceae|Basfia succiniciproducens|JF4016|DSM 22022|Cow rumen/Switzerland|Type strain|[78]|DSMZ
Genome_HUN298|HUN298|395|Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Basfia|Basfia succiniciproducens|Basfia succiniciproducens_KPR-2|7|Pasteurellaceae|Basfia succiniciproducens|KPR-2||Cow rumen/NZ|||
Genome_HUN207|HUN207|396|Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Ruminobacter|Ruminobacter amylophilus|Ruminobacter amylophilus_RM87|7|Succinivibrionaceae|Ruminobacter amylophilus|RM87||Cow rumen/Japan||[12]|Dr. M. Mitsumori
Genome_HUN210|HUN210|397|Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Ruminobacter|Ruminobacter amylophilus|Ruminobacter amylophilus_H 18|7|Succinivibrionaceae|Ruminobacter amylophilus|H 18|DSM 1361|Sheep rumen/UK|Type strain|[79]|DSMZ
Genome_HUN161|HUN161|398|Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio|Succinivibrio dextrinosolvens|Succinivibrio dextrinosolvens_H5|7|Succinivibrionaceae|Succinivibrio dextrinosolvens|H5||Sheep rumen/NZ|||
Genome_HUN286|HUN286|399|Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio|Succinivibrio dextrinosolvens|Succinivibrio dextrinosolvens_ACV-10|7|Succinivibrionaceae|Succinivibrio dextrinosolvens|ACV-10||Cow rumen/NZ|||
Genome_HUN362|HUN362|400|Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio|Succinivibrio dextrinosolvens|Succinivibrio dextrinosolvens_22B|7|Succinivibrionaceae|Succinivibrio dextrinosolvens |22B||Sheep rumen/UK||[80]|Dr. S. Denman
Genome_HUN029|HUN029|401|Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema bryantii|Treponema bryantii_NK4A124|7|Spirochaetaceae|Treponema bryantii|NK4A124||Sheep rumen/NZ||[25]|
Genome_HUN325|HUN325|402|Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema bryantii|Treponema bryantii_XBD1002|7|Spirochaetaceae|Treponema bryantii|XBD1002||Cow rumen/NZ||[8]|
Genome_HUN363|HUN363|403|Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema bryantii|Treponema bryantii_B25|7|Spirochaetaceae|Treponema bryantii |B25||Cow rumen/USA||[81]|Dr. S. Denman
Genome_HUN174|HUN174|404|Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema||Treponema_C6A8|6|Spirochaetaceae|Treponema sp.|C6A8||Cow rumen/NZ|||
Genome_HUN396|HUN396|405|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter gottschalkii|Methanobrevibacter gottschalkii_PG|7|Methanobacteriaceae|Methanobrevibacter gottschalkii|PG|DSM 11978|Pig faeces/USA||[82;83]|DSMZ
